Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,68.300003,70.959999,62.240002,64.040001,61.496677,114665500
2021-02-01,64.440002,71.059998,63.400002,65.989998,63.369221,140957500
2021-03-01,66.660004,68.050003,61.150002,66.150002,63.763138,174890100
2021-04-01,66.940002,71.870003,65.570000,71.000000,68.438148,94458200
2021-05-01,71.489998,74.650002,66.320000,67.540001,65.102974,147324700
2021-06-01,68.260002,68.489998,63.250000,67.419998,65.222809,155188600
2021-07-01,67.559998,69.779999,64.430000,68.809998,66.567513,102325100
2021-08-01,69.190002,76.160004,67.230003,72.720001,70.350082,138900600
2021-09-01,73.160004,73.389999,65.790001,65.980003,64.062927,132568700
2021-10-01,66.300003,67.059998,62.720001,65.489998,63.587158,131749400
2021-11-01,65.529999,76.940002,65.449997,69.400002,67.383560,164528700
2021-12-01,70.879997,76.330002,67.970001,75.919998,73.989357,135121800
2022-01-01,75.830002,77.349998,65.849998,71.970001,70.139809,133442100
2022-02-01,72.190002,73.139999,59.849998,66.099998,64.419083,131708900
2022-03-01,66.160004,67.580002,57.919998,60.580002,59.258183,194452100
2022-04-01,60.720001,68.290001,59.470001,61.279999,59.942905,131864900
2022-05-01,61.680000,64.839996,53.689999,63.570000,62.182945,198132800
2022-06-01,64.360001,64.430000,55.549999,55.849998,54.919666,122384600
2022-07-01,55.599998,64.660004,54.549999,61.160000,60.141216,115224300
2022-08-01,60.830002,69.769997,60.750000,62.349998,61.311398,126515000
2022-09-01,62.439999,67.800003,59.779999,62.119999,61.373989,102154500
2022-10-01,63.029999,73.010002,61.810001,72.099998,71.234138,104673700
2022-11-01,72.559998,81.169998,69.930000,80.050003,79.088669,132961000
2022-12-01,80.389999,81.150002,76.769997,79.599998,78.969925,103758300
2023-01-01,79.730003,83.129997,78.519997,81.860001,81.212044,107033800
2023-02-01,81.989998,82.769997,76.199997,76.599998,75.993675,112691600
2023-03-01,76.110001,78.790001,72.919998,78.360001,78.027977,112618800
2023-04-01,78.089996,79.709999,76.230003,78.820000,78.486023,77065000
2023-05-01,79.040001,81.320000,75.650002,76.790001,76.464630,115566600
2023-06-01,76.440002,79.379997,76.290001,78.669998,78.669998,20232200
